ChipID,X_mm,Y_mm,Current_mA,OpticalOutput_mW,Voltage_V,Radius_mm,region
C0801,5.59,37.27,20,2.239,2.094,37.68688100652534,Mid
C0802,-48.59,-2.46,40,3.912,3.102,48.652232220115046,Edge
C0803,34.76,27.21,20,1.585,2.106,44.14342193351123,Edge
C0804,42.19,-35.36,10,1.547,1.602,55.0483941636811,Edge
C0805,5.05,15.72,10,1.047,1.564,16.511235568545438,Center
C0806,-23.2,-34.8,40,3.809,3.083,41.824394795382275,Edge
C0807,49.02,26.86,30,3.448,2.609,55.89651151905636,Edge
C0808,-11.68,21.41,50,5.434,3.582,24.38873715467859,Mid
C0809,19.37,-9.76,10,2.658,1.613,21.689963116612255,Mid
C0810,19.0,-3.0,50,4.226,3.556,19.235384061671343,Center
C0811,-6.57,-33.16,10,0.221,1.631,33.80459288321632,Mid
C0812,-30.08,13.55,50,5.094,3.603,32.99104272374549,Mid
C0813,46.66,41.27,40,5.663,3.122,62.292603894844525,Edge
C0814,-43.63,6.04,50,3.993,3.627,44.04609517312517,Edge
C0815,-1.49,-18.48,30,2.948,2.613,18.539970334388347,Center
C0816,-27.93,-9.06,10,0.631,1.541,29.362705937975132,Mid
C0817,-20.6,-28.17,20,2.556,2.097,34.89855154587365,Mid
C0818,32.85,-5.82,30,2.479,2.6,33.36157820007921,Mid
C0819,-13.27,-0.49,40,3.906,3.103,13.279043640262653,Center
C0820,-41.67,44.07,50,4.353,3.607,60.65108243057168,Edge
C0821,-30.37,-7.01,30,3.645,2.566,31.168525791252943,Mid
C0822,36.04,36.23,20,1.451,2.401,51.10278368151778,Edge
C0823,47.7,-33.32,50,5.081,3.54,58.18515618265539,Edge
C0824,-23.2,4.52,50,4.682,3.599,23.636209509987,Mid
C0825,17.54,9.08,40,3.097,3.134,19.75089871372946,Center
C0826,-41.88,9.37,20,2.422,2.099,42.915397003872634,Edge
C0827,22.35,0.22,40,3.547,3.109,22.351082747822307,Mid
C0828,-8.36,26.71,10,,1.618,27.987741959650837,Mid
C0829,41.82,-32.71,40,5.237,3.073,53.092904422342535,Edge
C0830,-18.85,-43.19,40,4.338,3.105,47.124288854050626,Edge
C0831,44.15,-35.73,10,,1.616,56.79661433571547,Edge
C0832,0.32,6.32,50,6.308,3.6,6.328096080180832,Center
C0833,-15.11,-25.03,10,2.017,1.588,29.23718522703579,Mid
C0834,14.7,23.85,40,3.021,3.111,28.0162899042682,Mid
C0835,-25.03,-43.71,30,3.261,2.581,50.36928627646018,Edge
C0836,-27.02,40.9,50,4.199,3.63,49.01928600051208,Edge
C0837,-30.37,45.17,40,3.188,3.098,54.430375710626876,Edge
C0838,45.99,28.57,50,4.712,3.64,54.14171220048365,Edge
C0839,-0.71,37.8,50,5.368,3.617,37.80666740139892,Mid
C0840,25.16,-12.17,30,3.255,2.584,27.948783515566472,Mid
C0841,-2.6,-34.04,30,2.751,2.615,34.139150545964085,Mid
C0842,8.75,-30.01,10,1.716,1.592,31.259600125401477,Mid
C0843,8.41,0.13,30,2.272,2.586,8.411004696229815,Center
C0844,47.99,16.14,50,6.13,3.593,50.63141021144879,Edge
C0845,16.84,6.88,10,1.396,1.606,18.191206666958628,Center
C0846,-26.02,-39.51,40,4.907,3.065,47.30835549879112,Edge
C0847,-48.48,22.72,30,4.456,2.611,53.53978707466065,Edge
C0848,-28.13,28.9,40,4.381,3.086,40.329975204554735,Edge
C0849,-4.45,-47.05,40,3.529,3.133,47.25997249258615,Edge
C0850,-10.66,-4.11,50,4.365,3.635,11.424871990530136,Center
C0851,31.23,-6.22,20,0.802,2.119,31.843387068589298,Mid
C0852,28.56,-43.28,40,3.208,3.125,51.85394874066969,Edge
C0853,-41.09,-32.32,50,6.146,3.56,52.277820344769545,Edge
C0854,45.2,31.5,50,4.347,3.645,55.093466037271604,Edge
C0855,2.75,8.46,40,5.96,3.108,8.89573493310137,Center
C0856,9.64,-28.11,10,1.263,1.636,29.717027105684714,Mid
C0857,-9.49,-4.16,30,3.397,2.652,10.361742131514372,Center
C0858,14.95,35.46,50,5.752,3.606,38.4826467384976,Mid
C0859,37.13,-39.77,50,5.694,3.567,54.40854528472527,Edge
C0860,17.39,45.55,50,5.712,3.598,48.75668774640049,Edge
C0861,47.01,-35.86,50,5.287,3.617,59.125964685576164,Edge
C0862,20.11,-20.93,10,0.396,1.597,29.025454346142453,Mid
C0863,32.17,-31.85,50,4.086,3.583,45.269541636734075,Edge
C0864,-45.5,-3.04,40,4.027,3.128,45.601442959625736,Edge
C0865,17.27,-18.94,10,0.324,1.604,25.631552820693482,Mid
C0866,15.48,48.85,30,3.418,2.596,51.24405233780795,Edge
C0867,-39.83,-48.46,10,,1.601,62.72798817115052,Edge
C0868,34.24,-17.85,20,1.715,2.119,38.613470447500575,Mid
C0869,11.42,9.47,40,,3.119,14.835676593940702,Center
C0870,-40.17,-16.0,50,5.227,3.625,43.23920558937225,Edge
C0871,9.45,-4.42,30,2.237,2.62,10.432588365309924,Center
C0872,-2.16,-7.48,50,5.987,3.591,7.7856277845784545,Center
C0873,-26.67,-41.38,40,5.285,3.122,49.23000406256332,Edge
C0874,-48.02,14.91,30,3.132,2.594,50.281492619054184,Edge
C0875,-13.44,33.4,50,4.791,3.61,36.002688788478004,Mid
C0876,11.99,2.78,20,2.03,2.255,12.308066460659042,Center
C0877,-17.07,-35.04,10,1.694,1.58,38.97674306557694,Mid
C0878,-19.27,-1.87,50,4.135,3.606,19.360521687186015,Center
C0879,25.11,-48.59,20,1.914,2.392,54.69460850943172,Edge
C0880,25.86,40.75,50,5.176,3.621,48.262843886368735,Edge
C0881,21.88,-25.94,10,0.341,1.639,33.93549763890313,Mid
C0882,-39.88,40.24,40,3.868,3.148,56.65396720442445,Edge
C0883,1.62,8.41,10,0.242,1.596,8.564607404896035,Center
C0884,5.78,48.33,50,5.445,3.576,48.67440086945087,Edge
C0885,24.48,34.93,40,2.747,3.108,42.6541357900966,Edge
C0886,40.32,-48.89,10,1.247,1.597,63.3714012784947,Edge
C0887,-13.1,-48.49,50,5.485,3.597,50.22837942836699,Edge
C0888,-7.13,24.34,10,2.575,1.603,25.362817272535008,Mid
C0889,23.28,1.68,40,4.207,3.101,23.340539839515284,Mid
C0890,16.26,25.54,40,5.121,3.082,30.276710521455268,Mid
C0891,5.79,8.97,50,5.249,3.589,10.676375789564547,Center
C0892,-14.99,-26.77,40,4.345,3.133,30.681150565127115,Mid
C0893,-30.46,28.66,40,2.463,3.096,41.8235244808469,Edge
C0894,-31.62,-46.9,10,,1.598,56.56354302905715,Edge
C0895,-41.84,30.65,40,5.019,3.143,51.86528800652707,Edge
C0896,-41.88,16.51,10,0.399,1.597,45.01682463257488,Edge
C0897,34.58,17.33,30,3.587,2.601,38.679520421018665,Mid
C0898,-11.63,-45.61,20,0.651,2.409,47.06940619978119,Edge
C0899,-43.93,-29.02,30,4.098,2.633,52.649836656916605,Edge
C0900,39.64,-1.11,50,4.127,3.633,39.65553807477588,Mid
C0901,-27.67,-5.79,50,5.027,3.575,28.269294296108633,Mid
C0902,-23.19,-47.35,10,1.431,1.601,52.723795386902864,Edge
C0903,-30.55,-16.42,40,4.108,3.106,34.683121255158106,Mid
C0904,46.75,46.75,30,,2.596,66.11448404094219,Edge
C0905,-38.75,-19.34,40,4.404,3.122,43.308175902478276,Edge
C0906,22.22,13.28,40,4.839,3.099,25.886034845066558,Mid
C0907,43.21,18.17,20,2.135,2.383,46.874865333139894,Edge
C0908,16.8,12.37,50,4.429,3.61,20.86281141169617,Mid
C0909,35.87,-21.03,50,4.415,3.603,41.580257334461024,Edge
C0910,-25.76,7.17,30,4.443,2.564,26.739231477362996,Mid
C0911,17.39,20.41,20,,2.09,26.813806145342365,Mid
C0912,20.09,-11.67,40,3.883,3.082,23.233531802117387,Mid
C0913,-4.17,-21.97,40,3.379,3.105,22.362240495978927,Mid
C0914,37.05,-22.5,10,2.044,1.598,43.34688570128193,Edge
C0915,19.44,41.81,20,2.971,2.403,46.10845584055055,Edge
C0916,39.49,14.45,10,,1.604,42.05071461937359,Edge
C0917,25.32,25.24,50,5.309,3.6,35.75136361035757,Mid
C0918,2.03,6.78,50,6.513,3.576,7.0773794585284175,Center
C0919,-0.13,13.05,20,2.868,2.255,13.050647493515408,Center
C0920,-4.63,-22.35,20,2.008,2.108,22.824535044552388,Mid
C0921,-47.84,39.28,50,4.511,3.603,61.89978998348864,Edge
C0922,3.51,0.12,50,4.766,3.6,3.5120506830055853,Center
C0923,-7.7,30.54,50,5.052,3.616,31.495739394400633,Mid
C0924,-34.25,1.8,50,3.726,3.598,34.297266654939136,Mid
C0925,-38.09,-38.37,30,3.273,2.603,54.065747012318255,Edge
C0926,-5.06,-38.82,50,,3.607,39.14838438556564,Mid
C0927,-46.01,-3.59,50,4.22,3.621,46.14984507016248,Edge
C0928,48.66,-7.01,40,4.181,3.128,49.16234026162709,Edge
C0929,-12.19,41.33,30,4.551,2.586,43.090196100737344,Edge
C0930,-11.79,-36.83,40,4.871,3.125,38.6710873909695,Mid
C0931,-44.89,18.66,30,3.457,2.594,48.61386324907742,Edge
C0932,-7.33,41.81,10,1.652,1.615,42.44767367006112,Edge
C0933,-48.43,-8.89,30,3.278,2.588,49.239181552905606,Edge
C0934,-46.99,38.5,20,2.423,2.403,60.74792259822553,Edge
C0935,-16.09,-35.57,30,1.567,2.621,39.039889856402,Mid
C0936,32.1,-39.47,10,1.376,1.638,50.87524840234198,Edge
C0937,-4.12,-26.66,30,3.022,2.595,26.976471229573374,Mid
C0938,-48.52,2.12,30,3.006,2.626,48.56629283772852,Edge
C0939,-33.68,14.64,20,2.756,2.095,36.724269904247244,Mid
C0940,23.99,27.13,30,3.391,2.608,36.215424890507634,Mid
C0941,23.83,26.66,50,6.288,3.602,35.75785927596897,Mid
C0942,25.45,-38.81,30,3.244,2.598,46.4103285918124,Edge
C0943,-14.83,37.4,50,5.47,3.598,40.23293302755841,Edge
C0944,-14.77,-38.77,40,3.104,3.079,41.48814047411622,Edge
C0945,30.21,39.78,10,-0.129,1.626,49.9509008927767,Edge
C0946,-10.19,45.76,50,4.446,3.587,46.88084576882119,Edge
C0947,22.72,8.41,50,5.639,3.627,24.2265659968556,Mid
C0948,8.11,19.39,10,1.847,1.589,21.01771157857106,Mid
C0949,-13.57,-13.03,40,4.23,3.09,18.81291577613635,Center
C0950,-42.0,5.07,40,4.058,3.115,42.30490397105281,Edge
C0951,-38.39,33.21,50,4.304,3.622,50.76116822926754,Edge
C0952,38.96,-34.05,20,3.2,2.396,51.7424786804807,Edge
C0953,-4.77,0.17,10,1.369,1.572,4.773028388769545,Center
C0954,49.4,-9.08,40,,3.086,50.22754622714511,Edge
C0955,-13.61,36.64,40,4.628,3.133,39.08608064260217,Mid
C0956,-25.0,-36.9,50,4.865,3.581,44.57140338827127,Edge
C0957,-14.95,39.18,20,1.624,2.121,41.935365743009804,Edge
C0958,-15.69,-24.97,20,1.872,2.116,29.490286536417376,Mid
C0959,13.74,10.57,30,,2.588,17.335296363200715,Center
C0960,-48.73,-12.01,20,2.991,2.408,50.188175898312934,Edge
C0961,26.33,43.27,30,2.838,2.617,50.65137510472939,Edge
C0962,-8.36,-30.25,30,4.559,2.571,31.383946533219813,Mid
C0963,-6.78,0.25,50,5.0,3.601,6.7846075789245175,Center
C0964,-1.89,-27.17,30,3.087,2.578,27.235656775631465,Mid
C0965,-5.08,30.12,20,1.605,2.083,30.545389177419235,Mid
C0966,-0.25,-22.89,50,6.11,3.602,22.891365184278545,Mid
C0967,-15.41,45.35,20,1.758,2.404,47.89666585473356,Edge
C0968,-4.67,42.44,50,4.887,3.581,42.69616493316466,Edge
C0969,-9.53,-2.48,20,1.482,2.253,9.847400672258644,Center
C0970,1.82,-48.71,40,5.004,3.104,48.74398937304988,Edge
C0971,12.33,46.54,20,2.121,2.391,48.14561766142376,Edge
C0972,-25.9,18.6,40,2.689,3.1,31.886831137634232,Mid
C0973,0.84,-0.8,10,0.748,1.61,1.1600000000000001,Center
C0974,9.46,10.41,40,3.519,3.097,14.066261052603853,Center
C0975,-48.31,-38.9,50,4.604,3.616,62.02472168418009,Edge
C0976,2.05,-34.25,10,0.416,1.558,34.31129551619991,Mid
C0977,-26.07,13.89,40,4.144,3.08,29.539414347613597,Mid
C0978,-9.55,-45.1,50,5.176,3.615,46.10002711495949,Edge
C0979,32.65,20.23,40,4.632,3.129,38.40931397460777,Mid
C0980,-17.38,41.98,50,6.176,3.578,45.435501537894346,Edge
C0981,-1.68,20.9,40,4.249,3.139,20.967412811312702,Mid
C0982,-47.53,6.06,30,2.642,2.628,47.91476286073009,Edge
C0983,-19.12,29.42,40,3.693,3.119,35.0871885451086,Mid
C0984,13.97,24.85,20,2.013,2.111,28.507602494773217,Mid
C0985,-18.48,9.07,40,4.662,3.092,20.58580336056866,Mid
C0986,-29.42,-30.3,40,4.194,3.09,42.233001314138214,Edge
C0987,-20.93,-49.22,40,3.491,3.135,53.48526245611963,Edge
C0988,45.44,-4.27,40,4.165,3.111,45.64018514423446,Edge
C0989,-41.32,-25.9,40,4.131,3.119,48.76630394032338,Edge
C0990,-3.66,-27.29,10,0.317,1.628,27.53433674523503,Mid
C0991,-44.16,0.67,20,2.083,2.096,44.165082361521755,Edge
C0992,3.87,-12.46,50,,3.591,13.047164442897163,Center
C0993,-35.4,0.41,10,0.878,1.597,35.40237421416818,Mid
C0994,13.41,-23.07,30,4.26,2.611,26.684321239259585,Mid
C0995,-23.56,11.01,30,4.062,2.592,26.005647463579905,Mid
C0996,19.09,12.2,30,3.348,2.589,22.655420984832748,Mid
C0997,-15.29,-29.11,10,0.903,1.623,32.88124389374587,Mid
C0998,-49.58,6.75,10,1.017,1.577,50.037375031070525,Edge
C0999,-20.51,-5.48,30,3.09,2.587,21.22947243809888,Mid
C1000,-41.81,46.94,50,5.302,3.602,62.86047804463469,Edge
C1001,-0.5,22.18,20,1.245,2.117,22.185634992039333,Mid
C1002,-21.11,-31.81,30,3.504,2.603,38.17732573138145,Mid
C1003,14.0,38.2,50,5.761,3.581,40.68464083656141,Edge
C1004,-0.01,-2.3,30,2.329,2.564,2.3000217390276987,Center
C1005,-46.4,34.69,40,4.358,3.066,57.93406683463539,Edge
C1006,-18.14,33.09,40,4.279,3.111,37.736026552884454,Mid
C1007,-1.09,-48.26,50,5.672,3.59,48.27230779649964,Edge
C1008,7.22,-26.63,30,3.427,2.582,27.591399022159063,Mid
C1009,-39.51,41.11,50,5.558,3.592,57.01817429557,Edge
C1010,15.0,26.97,10,0.758,1.587,30.860669143749945,Mid
C1011,-15.63,-36.47,50,4.315,3.567,39.678177881550965,Mid
C1012,-31.71,-28.77,30,2.682,2.611,42.81631698313156,Edge
C1013,30.53,11.86,40,3.808,3.104,32.75271744451138,Mid
C1014,-43.14,-22.13,20,1.782,2.38,48.48501314839463,Edge
C1015,42.98,-29.57,50,4.864,3.613,52.16958213365332,Edge
C1016,20.63,48.34,50,4.521,3.572,52.55808691343322,Edge
C1017,-2.44,-4.14,40,3.972,3.08,4.805538471389028,Center
C1018,-48.88,1.94,50,5.158,3.621,48.9184832144252,Edge
C1019,-10.99,15.22,40,4.108,3.107,18.773079129434254,Center
C1020,14.58,-42.43,30,3.431,2.605,44.865145714685916,Edge
C1021,35.89,-10.35,40,2.444,3.06,37.35257153128818,Mid
C1022,11.78,40.54,10,2.094,1.596,42.216821291992126,Edge
C1023,-10.23,44.32,10,0.403,1.62,45.48533060229419,Edge
C1024,-5.26,-0.47,10,2.366,1.57,5.2809563527830825,Center
C1025,37.33,39.22,30,3.088,2.617,54.14551966691242,Edge
C1026,-14.86,-0.1,30,2.952,2.605,14.860336469945759,Center
C1027,-43.48,48.56,50,4.304,3.564,65.18116292304089,Edge
C1028,-5.73,28.72,40,3.235,3.103,29.28602567778701,Mid
C1029,49.85,33.03,40,4.508,3.085,59.79969397915009,Edge
C1030,-12.02,-31.36,10,1.489,1.589,33.584669121490535,Mid
C1031,-30.69,-49.55,40,3.576,3.108,58.284462766675645,Edge
C1032,-45.49,0.5,40,3.774,3.079,45.49274777368367,Edge
C1033,-32.9,48.28,20,0.399,2.395,58.424039572764904,Edge
C1034,-17.59,46.73,10,1.336,1.593,49.93096233801227,Edge
C1035,7.43,11.42,40,5.009,3.078,13.624290807231032,Center
C1036,16.56,-31.53,50,3.959,3.574,35.61424574520707,Mid
C1037,-45.72,-49.1,30,3.072,2.612,67.09044939482817,Edge
C1038,43.62,-0.35,40,2.576,3.098,43.62140414979783,Edge
C1039,-26.44,-19.81,30,3.071,2.609,33.03800387432631,Mid
C1040,-35.09,-16.32,10,1.644,1.63,38.69948966071775,Mid
C1041,3.08,33.33,50,5.34,3.61,33.472007707934104,Mid
C1042,17.76,-41.07,40,4.065,3.12,44.74553050305695,Edge
C1043,-19.27,-40.93,20,1.628,2.402,45.23933907563195,Edge
C1044,16.94,-5.74,20,1.743,2.254,17.886061612328188,Center
C1045,-20.57,-8.66,10,1.607,1.596,22.318613308178445,Mid
C1046,40.22,-43.61,20,1.977,2.398,59.32520964986133,Edge
C1047,38.07,4.55,30,4.14,2.584,38.34093634746027,Mid
C1048,-42.88,-6.8,20,-0.08,2.108,43.41583121397079,Edge
C1049,-34.96,49.31,50,5.491,3.611,60.44565906663605,Edge
C1050,19.81,-43.39,30,2.939,2.6,47.69830395307573,Edge
C1051,-49.99,-38.26,30,1.694,2.622,62.95099443217716,Edge
C1052,32.18,-34.16,50,4.845,3.619,46.93035265156229,Edge
C1053,-14.38,-17.51,50,4.819,3.587,22.65798976078858,Mid
C1054,24.46,16.45,50,4.46,3.614,29.47700968551593,Mid
C1055,-45.58,46.65,50,5.52,3.565,65.22084712727978,Edge
C1056,-29.07,40.77,50,4.522,3.591,50.07252540066259,Edge
C1057,-42.92,-5.79,50,4.759,3.606,43.30878086485465,Edge
C1058,-32.02,-42.91,40,5.164,3.093,53.54015782569192,Edge
C1059,-11.56,14.49,40,,3.115,18.536280640948444,Center
C1060,-0.84,-8.23,30,2.953,2.608,8.272756493454887,Center
C1061,41.61,-47.67,10,2.311,1.606,63.27575365019369,Edge
C1062,12.72,31.74,20,2.347,2.118,34.193946832736344,Mid
C1063,20.65,2.93,30,3.442,2.597,20.8568310152813,Mid
C1064,-41.79,-6.21,40,3.942,3.131,42.24888400892975,Edge
C1065,-21.32,22.36,50,4.541,3.618,30.89517761722693,Mid
C1066,49.17,35.82,50,4.068,3.627,60.83388282856849,Edge
C1067,6.04,43.22,10,1.935,1.615,43.64000458295118,Edge
C1068,28.78,-16.84,10,2.131,1.563,33.34477470309254,Mid
C1069,-46.75,-31.62,20,1.751,2.407,56.43923192248456,Edge
C1070,-41.59,-16.97,50,5.596,3.605,44.91891583731736,Edge
C1071,-39.08,47.63,40,3.584,3.104,61.61057782556499,Edge
C1072,-48.47,-40.15,20,2.021,2.41,62.939362882062916,Edge
C1073,42.2,45.03,40,2.517,3.145,61.71337699397109,Edge
C1074,-24.64,11.85,20,1.435,2.097,27.341399013218034,Mid
C1075,49.66,-49.03,50,3.509,3.59,69.78579010085076,Edge
C1076,23.81,35.91,40,2.988,3.07,43.08647351547815,Edge
C1077,-24.94,18.12,30,,2.572,30.82755261125995,Mid
C1078,49.18,-35.54,20,1.28,2.409,60.67754114991806,Edge
C1079,36.85,-15.86,30,2.817,2.582,40.11810189926737,Edge
C1080,-33.5,37.29,20,2.057,2.392,50.12777772852094,Edge
C1081,-31.47,22.86,20,2.969,2.1,38.896535835469976,Mid
C1082,18.02,-18.13,40,3.337,3.113,25.562028479758798,Mid
C1083,-42.17,29.42,40,3.24,3.1,51.41833622356912,Edge
C1084,8.45,-24.52,10,0.915,1.593,25.93516724449642,Mid
C1085,-43.34,4.94,20,1.744,2.107,43.62062814770095,Edge
C1086,-27.87,43.36,30,3.606,2.616,51.54441288830439,Edge
C1087,44.84,-6.38,10,0.084,1.607,45.291610702204004,Edge
C1088,-0.14,5.62,20,1.245,2.251,5.621743501797285,Center
C1089,7.37,27.62,30,1.811,2.596,28.586383122039067,Mid
C1090,-23.03,-29.63,10,1.508,1.581,37.527560538889276,Mid
C1091,-5.99,-5.09,50,5.486,3.61,7.860547054753887,Center
C1092,-36.7,42.01,40,5.172,3.106,55.782883575519826,Edge
C1093,1.66,15.18,50,4.328,3.577,15.270494425525325,Center
C1094,-44.6,20.14,20,1.381,2.395,48.93648536623774,Edge
C1095,-45.18,46.22,30,,2.612,64.63374350909902,Edge
C1096,17.96,8.89,30,3.252,2.588,20.03980289324224,Mid
C1097,-44.5,37.05,50,3.969,3.624,57.90468461186884,Edge
C1098,2.13,49.24,40,2.046,3.105,49.28604772143938,Edge
C1099,-23.4,17.63,30,3.257,2.574,29.298069902299023,Mid
C1100,-31.23,18.48,30,3.257,2.603,36.28806001979164,Mid
C1101,7.33,-31.9,40,2.906,3.121,32.73131375304083,Mid
C1102,-20.35,-3.69,10,1.063,1.606,20.681842277708242,Mid
C1103,-4.36,23.78,50,4.583,3.586,24.176393444846152,Mid
C1104,-36.1,-15.74,40,2.871,3.1,39.382199024432346,Mid
C1105,-37.35,-38.32,30,3.679,2.603,53.511166124464154,Edge
C1106,-39.35,-47.91,50,5.052,3.581,61.99831126732405,Edge
C1107,-42.84,16.87,50,5.65,3.543,46.04196455408914,Edge
C1108,5.37,-46.67,10,1.709,1.65,46.97792886026373,Edge
C1109,25.6,-1.17,50,6.124,3.603,25.62672238113958,Mid
C1110,29.24,38.27,40,3.851,3.107,48.161919604600484,Edge
C1111,45.78,32.4,10,1.877,1.59,56.085367075557244,Edge
C1112,-33.16,21.94,50,5.973,3.6,39.76115189478293,Mid
C1113,-36.44,35.98,30,3.624,2.627,51.20970611124418,Edge
C1114,-3.0,24.84,40,3.581,3.11,25.020503592054258,Mid
C1115,36.1,-48.18,50,3.996,3.574,60.20400651119492,Edge
C1116,26.71,-2.88,20,1.946,2.087,26.864819001809785,Mid
C1117,5.82,-48.53,30,3.343,2.599,48.8777382864633,Edge
C1118,-34.32,5.51,50,5.302,3.592,34.759495105654224,Mid
C1119,-10.87,-26.38,20,3.02,2.104,28.53175949709376,Mid
C1120,21.93,-5.89,40,5.421,3.09,22.707201500845496,Mid
C1121,-12.66,-29.6,50,4.929,3.596,32.19371988447436,Mid
C1122,-46.09,31.93,20,2.868,2.412,56.06971553343213,Edge
C1123,8.39,-31.57,40,3.839,3.107,32.66583842487439,Mid
C1124,22.01,-17.36,20,1.988,2.106,28.032297444198182,Mid
C1125,21.48,-48.48,40,5.362,3.11,53.02547312377325,Edge
C1126,-33.51,-19.04,10,1.848,1.641,38.54142835962362,Mid
C1127,-16.4,-47.38,40,4.353,3.08,50.13805341255283,Edge
C1128,-9.08,-5.0,10,0.12,1.608,10.365635532855668,Center
C1129,-7.95,-47.3,20,2.535,2.413,47.963449625730625,Edge
C1130,-38.58,-11.18,40,3.572,3.103,40.16726029990096,Edge
C1131,-11.45,10.65,40,4.416,3.084,15.63729516252731,Center
C1132,0.66,41.0,50,,3.589,41.0053118510273,Edge
C1133,21.06,5.37,30,3.387,2.585,21.73385607755789,Mid
C1134,6.94,1.51,30,3.991,2.61,7.102372842930734,Center
C1135,-9.51,-45.28,40,,3.069,46.26789923910529,Edge
C1136,42.76,-12.57,30,2.713,2.624,44.56929997206597,Edge
C1137,9.81,-10.64,10,1.256,1.616,14.472238942195503,Center
C1138,47.48,-17.63,10,0.807,1.571,50.64748068759195,Edge
C1139,36.74,38.92,30,2.572,2.569,53.5219020588768,Edge
C1140,17.36,-10.42,30,2.739,2.65,20.247123252452432,Mid
C1141,39.93,-28.91,50,4.119,3.608,49.296987737589,Edge
C1142,49.12,28.5,10,1.477,1.609,56.789298287617534,Edge
C1143,-27.91,31.25,10,1.205,1.647,41.8990524952534,Edge
C1144,19.11,-15.46,10,2.165,1.576,24.58055532326314,Mid
C1145,41.88,32.14,10,1.618,1.579,52.79123033231941,Edge
C1146,-48.26,20.57,20,1.522,2.406,52.46096167627887,Edge
C1147,29.95,-39.0,30,1.834,2.593,49.173188832940255,Edge
C1148,-41.06,-13.19,30,2.681,2.611,43.12655446473785,Edge
C1149,41.66,35.21,40,2.065,3.118,54.546307849386096,Edge
C1150,11.2,-12.71,50,4.84,3.648,16.940605065935515,Center
C1151,-33.79,36.51,20,1.905,2.411,49.74680090216857,Edge
C1152,-46.06,-5.45,20,1.7,2.405,46.38131196936973,Edge
C1153,32.78,6.46,20,1.522,2.093,33.410477398564666,Mid
C1154,-36.05,-11.06,20,1.546,2.073,37.708435395810305,Mid
C1155,43.95,11.34,50,5.475,3.615,45.38940515142273,Edge
C1156,-40.91,2.4,10,1.879,1.568,40.9803379683477,Edge
C1157,33.8,34.25,20,1.352,2.419,48.11966853584924,Edge
C1158,-7.65,46.74,20,1.618,2.428,47.36190557821761,Edge
C1159,37.27,-21.08,10,0.787,1.586,42.81844579150439,Edge
C1160,26.86,-34.57,50,5.443,3.635,43.77835652465725,Edge
C1161,35.29,-17.25,20,1.65,2.102,39.28035895966329,Mid
C1162,-2.98,21.25,50,3.966,3.587,21.45793326487898,Mid
C1163,21.38,-28.93,40,3.282,3.107,35.97289674185274,Mid
C1164,-18.13,-17.81,10,0.251,1.575,25.414425037761525,Mid
C1165,-45.28,43.5,10,0.617,1.621,62.78955645646814,Edge
C1166,-26.76,25.34,50,4.556,3.605,36.853944157986675,Mid
C1167,-49.86,45.35,30,3.958,2.616,67.39912536524491,Edge
C1168,-13.7,-41.33,30,3.224,2.608,43.54146184959802,Edge
C1169,-0.62,-1.26,40,3.742,3.103,1.4042791745233567,Center
C1170,-48.06,40.46,50,6.22,3.63,62.82336508019926,Edge
C1171,-49.23,-6.06,50,5.192,3.594,49.601577595878936,Edge
C1172,18.65,18.93,10,0.159,1.618,26.573810415520015,Mid
C1173,-39.96,-32.97,30,2.243,2.608,51.80562228175626,Edge
C1174,-42.62,-25.32,10,1.317,1.605,49.5738519786389,Edge
C1175,-0.44,-7.65,50,4.359,3.597,7.662643147113143,Center
C1176,21.82,-18.62,30,3.695,2.581,28.684783422574416,Mid
C1177,47.72,14.39,40,3.865,3.108,49.84245680140576,Edge
C1178,-20.46,32.64,40,3.704,3.078,38.52247655590175,Mid
C1179,-38.25,-14.19,50,,3.565,40.79728667448364,Edge
C1180,-43.15,26.32,40,4.644,3.108,50.54369297944106,Edge
C1181,-29.25,-21.98,50,5.738,3.571,36.588015797525834,Mid
C1182,-39.99,-9.69,30,,2.63,41.14725021189144,Edge
C1183,-49.66,-46.44,20,1.929,2.396,67.99109647593572,Edge
C1184,-21.49,-35.54,30,2.918,2.603,41.53205629390387,Edge
C1185,-33.58,-38.76,40,4.711,3.088,51.28307713076507,Edge
C1186,-48.18,7.69,40,4.625,3.104,48.7898401309125,Edge
C1187,-14.54,12.77,50,4.492,3.616,19.351602000868038,Center
C1188,32.59,-44.46,30,3.07,2.62,55.12530906942836,Edge
C1189,-19.63,5.86,40,3.683,3.09,20.486007419699916,Mid
C1190,21.01,25.32,20,0.22,2.111,32.901709682021085,Mid
C1191,22.87,0.41,10,1.31,1.544,22.873674825003526,Mid
C1192,-47.44,-3.83,50,5.81,3.63,47.59435365671016,Edge
C1193,46.18,13.43,40,3.816,3.09,48.09321469812556,Edge
C1194,-36.1,-11.75,50,5.115,3.604,37.96409487924083,Mid
C1195,21.75,10.76,10,-0.049,1.62,24.26602769305269,Mid
C1196,-12.06,42.46,10,0.829,1.642,44.13949705196016,Edge
C1197,36.82,35.49,20,0.616,2.408,51.139539497340024,Edge
C1198,49.5,23.77,20,2.237,2.376,54.91140956121961,Edge
C1199,-30.67,37.35,40,2.245,3.09,48.32878438363622,Edge
C1200,31.95,-20.03,30,2.6,2.569,37.70946035148209,Mid
